ticker,ts,mid
XLC,2/12/2026 9:34,69.0135
XLU,30:18.5,113.7356
XLC,30:39.2,77.9897
XLI,34:48.4,177.609
XLRE,30:24.8,86.1868
XLV,34:58.9,194.767
XLF,32:04.2,90.3453
XLB,32:33.6,147.7068
XLI,32:01.8,79.9892
XLB,30:36.0,112.2079
XLK,33:46.1,115.4081
XLB,31:07.9,136.7866
XLV,32:28.7,131.4303
XLC,30:10.5,89.9828
XLY,34:33.3,149.6901
XLK,32:14.4,123.1135
XLRE,35:46.8,101.9437
XLY,30:09.8,88.2081
XLE,34:12.7,210.7781
XLF,30:30.1,90.7423
XLE,31:52.3,154.0819
XLC,31:00.2,80.1815
XLP,30:24.8,78.2012
XLV,34:52.9,180.1903
XLF,35:24.8,195.0286
XLY,32:36.5,162.9874
XLY,33:22.6,139.6516
XLRE,33:23.3,111.5532
XLE,33:21.9,189.6007
XLF,32:03.9,88.6823
XLV,33:20.5,145.9643
XLY,31:08.9,91.8737
XLF,32:22.4,109.5966
XLE,30:36.7,112.6909
XLF,34:58.9,205.0759
XLV,32:35.4,128.2027
XLP,35:23.7,65.6636
XLRE,31:20.8,74.5082
XLC,32:02.1,66.0337
XLC,30:36.0,77.6458
XLY,35:23.7,197.3588
XLI,34:31.2,180.8119
XLRE,31:46.0,81.2265
XLE,30:08.7,102.7107
XLP,31:44.3,45.9423
XLK,33:05.8,122.0324
XLF,30:44.8,94.0246
XLC,30:38.5,75.1601
XLE,35:31.8,283.8063
XLU,30:07.3,104.8319
XLY,34:06.7,138.1856
XLF,31:59.7,97.1974
XLK,35:46.1,122.6214
XLP,32:49.0,49.4906
XLF,30:54.2,89.4554
XLE,32:17.9,191.1355
XLE,34:39.3,226.3337
XLU,2/12/2026 9:33,82.0915
XLV,35:14.7,206.0932
XLY,30:59.5,96.3669
XLV,35:47.2,212.2318
XLI,31:01.2,94.7869
XLP,35:36.7,65.6879
XLI,34:13.7,173.59
XLF,31:06.1,92.2197
XLU,35:12.5,87.1331
XLRE,2/12/2026 9:31,80.4484
XLB,35:34.9,153.3492
XLP,34:54.7,64.0509
XLY,34:54.3,143.2917
XLB,33:33.5,152.051
XLC,31:56.2,67.8214
XLF,30:07.3,85.7519
XLE,31:30.3,130.8921
XLB,34:49.8,132.5911
XLE,35:41.6,253.0732
XLY,32:30.8,156.0736
XLC,34:37.2,80.6317
XLE,35:26.9,263.6812
XLRE,32:08.8,79.0766
XLB,32:48.3,157.4195
XLB,30:00.3,99.2703
XLB,33:50.6,158.6271
XLRE,31:58.3,87.091
XLB,33:36.6,152.7925
XLRE,30:30.1,99.6996
XLC,30:01.4,95.9521
XLI,31:17.7,82.1601
XLU,30:45.5,116.2384
XLK,32:04.2,129.524
XLF,31:47.1,101.5275
XLU,33:08.3,91.4997
XLV,33:43.3,140.6441
XLE,32:19.0,188.6241
XLRE,32:48.7,84.4421
XLK,34:08.8,139.8475
XLV,34:07.8,143.4659
XLI,33:30.3,112.4342
XLV,35:17.8,198.4552
XLRE,2/12/2026 9:34,111.3376
XLE,30:38.5,112.2648
XLC,31:01.6,74.2006
XLV,35:11.5,218.8177
XLV,30:22.7,93.0694
XLRE,31:06.1,85.9456
XLI,32:07.0,83.3097
XLRE,30:20.6,86.8992
XLV,33:02.3,131.9162
XLRE,35:18.8,106.8764
XLP,35:39.1,65.0979
XLB,33:21.6,165.1804
XLRE,32:52.2,88.1325
XLY,30:53.5,109.0865
XLB,35:47.5,140.6258
XLK,30:53.5,104.4074
XLP,35:25.5,65.5748
XLC,35:37.0,56.4953
XLRE,33:34.5,122.1979
XLC,30:11.5,89.0013
XLE,32:25.6,192.1329
XLK,2/12/2026 9:33,125.5594
XLRE,34:56.4,116.7645
XLB,35:05.5,143.2735
XLV,30:32.2,89.4745
XLB,31:33.4,151.4531
XLI,32:21.0,88.1008
XLK,34:59.2,131.2441
XLF,31:14.5,97.2572
XLF,35:00.6,208.0125
XLF,31:45.7,101.224
XLV,31:28.2,80.2011
XLP,30:01.7,99.296
XLRE,33:25.8,117.322
XLY,33:57.6,137.4825
XLE,30:14.3,105.8389
XLE,35:33.9,287.0323
XLE,33:05.5,174.7273
XLF,35:37.7,173.5661
XLI,32:25.6,82.7195
XLP,33:53.1,57.2703
XLP,30:52.8,63.6883
XLY,35:19.5,186.9462
XLRE,33:35.6,124.6816
XLE,31:46.4,142.9958
XLB,33:29.3,151.1671
XLC,31:54.8,67.3726
XLE,34:15.5,222.3956
XLY,30:38.8,95.7878
XLI,32:49.7,109.7125
XLK,34:16.2,130.8811
XLB,31:14.2,140.9354
XLV,32:32.2,132.7559
XLV,34:21.1,160.4614
XLE,30:45.5,110.8881
XLC,32:56.7,74.2065
XLV,30:33.3,90.1473
XLK,33:26.8,130.894
XLI,31:08.6,83.7952
XLV,35:30.4,195.3416
XLU,35:24.8,88.4277
XLK,30:59.5,103.5429
XLY,34:27.7,135.0149
XLV,35:02.7,205.0742
XLC,31:37.6,68.0804
XLY,31:21.9,93.0186
XLK,35:35.6,137.5609
XLRE,30:42.3,91.2565
XLE,33:12.8,208.5264
XLK,31:19.4,116.0933
XLP,33:49.6,53.3651
XLC,34:42.1,82.7044
XLB,34:40.7,137.5205
XLC,34:49.4,75.3716
XLK,32:50.4,126.1956
XLB,34:18.6,157.2517
XLF,33:09.7,138.8765
XLRE,30:15.8,94.7327
XLU,30:01.7,95.6122
XLRE,34:54.7,104.3252
XLP,30:19.9,79.9856
XLF,32:39.9,115.7265
XLV,31:33.8,81.5073
XLU,32:02.1,107.0736
XLE,33:14.9,208.7016
XLF,31:36.9,93.459
XLV,34:41.4,155.3107
XLP,30:53.9,64.7743
XLB,30:16.1,109.4192
XLE,33:40.8,202.3659
XLV,30:35.7,84.1067
XLF,31:42.9,98.6293
XLK,32:21.0,134.7417
XLC,34:40.4,81.9903
XLY,2/12/2026 9:34,131.863
XLU,35:18.5,93.6447
XLRE,33:40.5,119.2762
XLY,2/12/2026 9:35,158.1806
XLC,31:27.5,70.3382
XLY,30:00.3,97.2505
XLE,33:39.1,198.5592
XLK,33:00.6,125.8392
XLE,34:58.2,218.6196
XLU,32:29.1,98.9397
XLI,34:59.2,172.4773
XLY,30:17.1,84.6429
XLK,31:36.2,114.5056
XLK,33:33.8,124.5423
XLP,34:15.1,55.8212
XLC,35:11.8,65.1232
XLRE,35:10.4,109.0187
XLK,2/12/2026 9:35,138.654
XLP,31:15.2,56.3306
XLU,35:21.3,89.3704
XLE,31:46.7,146.3443
XLI,33:51.7,140.1819
XLP,2/12/2026 9:34,57.8076
XLRE,32:54.0,94.5629
XLRE,34:23.2,114.0732
XLE,30:29.0,101.4709
XLF,33:11.5,137.8041
XLI,30:09.4,106.6005
XLF,34:20.4,152.4369
XLE,30:06.3,107.1063
XLK,33:04.4,118.4035
XLP,32:16.5,43.4462
XLV,33:01.3,136.4976
XLK,33:25.4,130.7351
XLV,34:57.2,190.2665
XLV,31:32.0,76.7974
XLB,31:05.1,136.0552
XLK,35:40.9,129.5847
XLF,2/12/2026 9:30,87.3799
XLF,30:39.2,92.9211
XLRE,30:21.3,87.3713
XLRE,35:02.4,122.1891
XLI,33:09.7,96.0153
XLV,35:41.2,208.8016
XLF,32:08.8,90.0215
XLU,32:58.5,92.1576
XLU,2/12/2026 9:32,91.7698
XLU,33:54.8,79.1445
XLP,30:17.1,83.1523
XLV,30:06.6,101.4587
XLP,33:31.0,45.6649
XLP,35:11.5,67.4675
XLRE,31:28.9,81.8115
XLB,34:49.1,132.099
XLE,33:35.6,207.0801
XLY,35:07.3,160.6823
XLF,35:17.8,188.4507
XLE,34:42.4,220.9613
XLU,35:33.9,85.8048
XLB,33:59.0,162.8581
XLK,32:36.5,115.201
XLRE,35:09.7,113.405
XLY,31:05.8,88.7999
XLC,33:54.5,51.731
XLU,34:30.9,106.4499
XLC,31:45.7,66.9161
XLU,32:39.2,89.1387
XLK,34:55.4,127.6655
XLRE,30:15.1,93.7196
XLY,30:11.2,91.3238
XLI,32:33.3,90.7726
XLU,35:18.8,95.739
XLK,30:31.5,98.1887
XLK,31:37.3,114.1223
XLI,34:22.8,189.5081
XLI,33:31.0,112.4721
XLU,34:34.0,100.3195
XLF,34:22.8,140.7357
XLF,31:09.3,93.7063
XLI,34:42.4,175.1884
XLK,34:35.1,135.2435
XLE,34:13.0,211.9756
XLI,30:46.9,102.3852
XLU,35:27.6,80.5282
XLP,31:10.7,57.1364
XLP,35:48.9,67.8744
XLF,30:23.8,86.7741
XLE,32:13.7,185.2562
XLE,34:52.2,231.5437
XLU,31:00.9,104.7934
XLB,30:51.1,114.8289
XLU,34:34.4,101.4708
XLF,34:01.1,163.7532
XLY,33:14.9,145.117
XLRE,33:38.0,127.4772
XLP,2/12/2026 9:34,57.0632
XLP,31:07.2,56.0503
XLC,32:39.2,77.8322
XLK,35:27.9,123.6397
XLE,30:06.6,104.5525
XLF,33:41.9,146.3973
XLF,30:20.6,87.7385
XLE,2/12/2026 9:33,196.496
XLU,34:10.2,89.5873
XLI,31:49.9,77.4009
XLI,31:14.9,86.5682
XLV,32:56.0,140.0712
XLY,35:26.5,202.7476
XLP,30:37.1,70.0243
XLRE,34:42.4,111.1801
XLC,31:11.4,84.4793
XLI,32:14.0,86.8764
XLK,34:16.9,131.6804
XLB,32:56.4,173.893
XLP,33:56.2,58.4593
XLC,2/12/2026 9:35,55.5362
XLE,34:05.7,208.6372
XLRE,35:09.0,115.7595
XLC,31:10.7,85.602
XLRE,32:45.5,91.6328
XLY,31:09.6,90.8496
XLE,34:02.5,219.0292
XLY,33:47.8,132.7532
XLK,2/12/2026 9:34,138.1982
XLY,2/12/2026 9:30,87.8444
XLE,33:34.5,198.5493
XLRE,33:47.2,114.4916
XLY,2/12/2026 9:34,133.8779
XLI,30:04.2,102.9839
XLV,31:25.0,77.8246
XLK,30:16.8,91.9198
XLC,33:45.7,68.3289
XLB,35:06.2,145.405
XLB,34:12.7,177.9409
XLRE,31:34.8,79.1835
XLB,33:00.2,179.3494
XLC,35:33.5,58.1788
XLY,34:10.9,139.6006
XLK,30:50.8,99.4392
XLI,32:16.1,90.2805
XLF,33:46.1,136.7933
XLB,31:53.4,148.3684
XLB,32:34.7,149.4566
XLC,34:38.6,84.3198
XLP,35:07.3,67.0534
XLK,34:49.8,145.8814
XLU,34:40.7,102.4346
XLC,35:15.7,58.7694
XLU,33:59.7,78.4993
XLE,30:22.7,114.7942
XLP,34:03.2,60.8964
XLF,34:23.2,140.8604
XLRE,34:14.1,114.8634
XLRE,31:08.9,85.3861
XLP,34:38.9,50.5485
XLRE,32:54.3,92.7416
XLI,32:32.9,90.7874
XLY,30:02.8,90.6435
XLE,31:36.9,142.7962
XLY,32:04.9,116.6046
XLV,33:42.6,140.3804
XLU,35:15.4,88.4542
XLB,34:56.4,140.8428
XLI,32:04.2,84.2041
XLP,35:35.6,62.5845
XLV,34:17.2,165.8807
XLP,34:47.3,57.7475
XLK,35:26.5,119.6381
XLRE,31:05.4,86.4831
XLP,31:41.1,45.1459
XLE,35:44.4,246.1404
XLE,34:31.9,216.2105
XLB,33:08.3,176.1448
XLY,31:32.7,107.6088
XLK,31:01.6,101.906
XLF,32:32.6,115.2868
XLV,2/12/2026 9:33,149.2967
XLC,30:41.6,76.613
XLC,32:30.1,77.9961
XLF,35:03.8,207.4853
XLY,34:14.8,131.2493
XLP,32:17.9,42.2887
XLE,33:47.8,215.6695
XLP,35:18.1,63.9072
XLF,35:13.6,197.3494
XLK,34:08.5,140.9395
XLI,32:47.6,105.6437
XLP,30:08.0,95.8559
XLB,34:31.9,171.2199
XLI,30:11.2,107.469
XLF,34:52.2,181.8024
XLRE,32:04.6,80.1518
XLP,33:06.9,50.5682
XLK,30:38.8,92.4418
XLU,34:43.5,96.6862
XLF,31:35.2,95.241
XLK,31:26.4,109.3164
XLV,33:19.8,146.6059
XLV,32:14.7,110.1602
XLV,30:33.9,88.4394
XLE,2/12/2026 9:31,117.5256
XLV,35:38.4,202.5692
XLU,34:31.9,104.9223
XLE,34:47.3,236.869
XLF,30:40.6,93.8359
XLB,32:31.2,164.0494
XLE,30:24.5,110.791
XLU,31:18.4,108.7436
XLF,34:09.2,147.731
XLP,34:29.1,57.4339
XLC,31:25.4,69.5283
XLK,33:25.8,129.9917
XLRE,32:49.7,86.728
XLF,30:55.3,92.632
XLU,35:36.3,81.4121
XLB,33:32.8,152.6071
XLE,33:30.3,198.442
XLV,31:08.9,74.7492
XLE,35:40.2,266.5845
XLP,33:04.8,51.5666
XLV,34:12.7,150.7973
XLI,32:22.4,84.1009
XLF,2/12/2026 9:34,143.9406
XLB,35:17.8,154.074
XLI,34:13.0,171.8687
XLY,32:37.1,158.4839
XLP,32:29.4,46.8217
XLK,35:34.9,133.1117
XLP,32:45.5,48.0049
XLF,35:24.4,195.8957
XLRE,34:09.9,112.3538
XLE,2/12/2026 9:34,211.3499
XLY,33:58.3,131.9354
XLRE,31:48.8,78.4876
XLC,34:51.5,74.9815
XLF,34:17.2,152.7604
XLRE,35:21.6,106.3677
XLI,33:49.2,132.1024
XLI,31:39.0,85.8654
XLE,32:18.3,188.2311
XLV,35:22.7,211.5634
XLY,33:42.6,135.7362
XLV,2/12/2026 9:32,127.9427
XLB,35:31.8,147.0766
XLU,31:02.3,106.6957
XLV,32:39.6,133.1219
XLI,30:22.0,110.918
XLU,35:25.5,83.6013
XLU,34:00.4,78.2272
XLRE,31:33.1,76.0603
XLP,30:19.6,79.0387
XLB,34:08.8,182.3309
XLB,34:25.3,169.4227
XLU,33:39.1,74.582
XLF,30:51.8,91.728
XLV,31:34.5,82.497
XLI,34:57.2,171.2303
XLU,33:05.5,92.0757
XLI,33:13.2,91.7793
XLY,32:05.3,117.4718
XLY,35:30.4,211.0725
XLC,35:37.7,57.4863
XLRE,30:40.9,90.7112
XLK,33:48.9,125.2302
XLV,31:47.1,92.4215
XLE,34:28.4,224.5796
XLU,30:26.6,113.4313
XLY,34:43.8,136.3785
XLC,32:36.8,78.5834
XLP,34:42.1,53.4853
XLB,31:33.8,155.3066
XLV,33:14.9,150.0182
XLE,33:40.1,197.7463
XLK,34:46.6,147.6255
XLY,30:08.0,91.169
XLRE,33:19.8,116.1135
XLF,34:50.5,186.869
XLB,30:02.1,105.4066
XLE,35:46.1,235.8202
XLRE,2/12/2026 9:31,86.3655
XLF,33:13.2,133.4353
XLI,34:17.9,178.1189
XLF,33:26.1,146.5636
XLV,35:40.9,210.5666
XLV,35:33.2,195.3144
XLF,32:29.8,108.1576
XLI,32:32.2,91.355
XLK,30:01.4,100.4079
XLE,34:04.0,208.8916
XLI,30:19.2,112.6789
XLE,30:01.7,101.7497
XLI,30:24.8,97.6629
XLC,30:27.6,83.0152
XLB,30:41.3,106.5964
XLP,31:57.6,48.8207
XLE,34:53.3,227.9981
XLB,34:56.1,139.0322
XLF,30:24.5,86.8619
XLRE,34:43.8,108.2864
XLE,33:59.4,226.4737
XLF,30:17.1,89.5991
XLB,33:16.3,170.098
XLC,33:40.8,73.6427
XLC,31:06.1,80.1746
XLRE,35:46.5,99.2926
XLV,33:46.1,142.5827
XLY,2/12/2026 9:30,106.045
XLU,32:25.2,97.627
XLI,33:27.5,108.1221
XLY,30:27.3,86.5836
XLB,35:19.5,155.0461
XLU,30:43.7,115.534
XLC,34:43.1,79.0182
XLB,2/12/2026 9:34,161.9155
XLE,30:01.0,101.4641
XLF,32:26.3,106.0008
XLB,33:56.6,157.7901
XLB,33:03.4,169.1432
XLY,30:18.9,85.8247
XLB,33:01.3,177.1956
XLV,32:08.8,112.619
XLRE,32:05.3,79.007
XLI,2/12/2026 9:32,103.6959
XLY,31:00.5,97.9224
XLY,32:13.7,129.5747
XLY,30:52.8,106.7103
XLC,30:16.4,81.4695
XLP,35:22.3,66.2385
XLP,31:48.8,44.2075
XLV,32:50.1,152.714
XLU,34:04.3,82.632
XLRE,31:50.6,75.7648
XLC,35:38.8,56.9105
XLE,30:14.7,104.0992
XLC,33:00.2,78.4013
XLRE,2/12/2026 9:30,86.4316
XLU,35:20.6,89.9214
XLK,31:24.7,111.9113
XLP,31:21.9,53.1285
XLE,31:39.7,141.8405
XLU,34:11.6,89.6562
XLF,33:19.5,130.5818
XLE,34:43.8,227.8668
XLRE,32:14.4,72.218
XLI,31:50.2,76.5513
XLV,32:06.7,115.123
XLE,35:48.2,244.3645
XLRE,31:49.2,78.2655
XLRE,34:15.8,118.5549
XLV,32:10.5,112.7925
XLB,31:21.9,145.8359
XLI,33:03.0,106.3535
XLC,2/12/2026 9:34,83.0546
XLV,32:17.9,112.0569
XLP,2/12/2026 9:32,42.5469
XLK,32:44.1,120.7658
XLF,31:23.3,97.071
XLY,31:25.4,102.2887
XLC,33:49.2,60.2615
XLI,34:41.4,168.0373
XLY,2/12/2026 9:33,153.0154
XLRE,32:38.2,93.5388
XLI,31:42.2,83.9272
XLU,32:37.5,85.3369
XLRE,30:01.0,93.8757
XLV,30:40.6,88.4308
XLV,34:33.3,144.0989
XLY,33:51.7,135.7748
XLC,34:45.9,81.0307
XLF,32:19.0,95.7166
XLB,31:43.3,138.0312
XLC,33:43.3,70.8576
XLP,33:47.5,52.0812
XLP,34:14.4,56.7473
XLU,33:25.4,81.5604
XLI,2/12/2026 9:35,170.734
XLU,32:07.7,112.0981
XLP,34:43.8,53.9168
XLB,30:57.0,128.4364
XLE,31:48.1,145.5571
XLV,33:59.4,158.5587
XLU,34:58.2,86.8467
XLRE,32:42.4,96.2174
XLU,30:11.2,110.2831
XLV,31:58.3,93.5022
XLC,2/12/2026 9:35,60.0902
XLB,32:08.8,147.3664
XLB,30:46.5,116.8333
XLY,35:17.4,165.852
XLP,34:26.3,56.802
XLC,32:04.9,67.5043
XLP,33:01.3,47.493
XLF,35:02.4,204.6291
XLV,31:30.6,75.7391
XLK,34:29.8,139.7414
XLB,30:43.4,108.3381
XLI,30:52.8,98.9252
XLRE,35:40.2,101.0146
XLRE,30:45.1,86.7097
XLU,30:53.5,100.6656
XLRE,31:28.5,82.9288
XLRE,34:51.2,99.7399
XLU,33:58.3,78.5016
XLU,31:04.7,111.9954
XLRE,34:33.3,111.6523
XLRE,32:10.2,76.7373
XLP,32:57.1,48.477
XLC,35:24.4,55.568
XLK,32:04.9,128.6371
XLI,33:35.6,115.6988
XLY,34:03.2,131.9977
XLF,34:40.4,147.5247
XLF,33:15.3,133.4531
XLB,35:39.8,150.8915
XLY,32:18.6,139.2477
XLU,30:04.2,101.0571
XLF,34:52.9,182.4455
XLK,33:01.6,123.457
XLK,31:56.5,119.4476
XLK,34:53.3,133.6378
XLI,35:36.3,218.794
XLF,2/12/2026 9:30,87.0283
XLF,31:49.5,103.0098
XLB,31:00.9,125.5076
XLRE,34:07.8,109.016
XLP,31:35.2,44.8746
XLY,35:29.7,206.5709
XLB,35:13.6,153.1342
XLP,32:44.1,47.825
XLF,33:14.6,130.3928
XLE,34:13.7,223.3732
XLP,30:22.7,81.4635
XLY,33:24.0,154.5753
XLY,34:18.6,134.3785
XLC,34:16.9,66.2804
XLU,32:17.5,96.892
XLRE,34:28.8,118.3625
XLY,32:53.2,175.5478
XLI,31:15.6,85.7046
XLC,35:33.2,58.6627
XLB,31:56.2,152.7255
XLF,32:31.2,113.3963
XLI,35:40.5,231.9843
XLC,35:12.5,63.1886
XLF,33:56.9,160.7765
XLI,35:13.6,175.3672
XLV,33:52.4,150.2817
XLU,34:51.9,96.328
XLV,2/12/2026 9:31,95.6269
XLV,34:58.2,197.2764
XLB,32:29.1,159.4815
XLV,32:48.7,143.1496
XLV,32:02.5,100.518
XLI,32:03.2,81.7738
XLRE,30:09.4,87.0358
XLRE,32:27.7,88.3236
XLV,33:27.5,148.854
XLF,32:42.4,117.9678
XLRE,34:31.2,109.3513
XLE,30:52.1,114
XLP,33:56.6,60.4851
XLF,30:47.9,95.3447
XLK,31:14.5,115.4858
XLY,34:16.9,132.8389
XLP,30:18.9,80.7479
XLF,31:11.4,96.1416
XLK,32:43.8,120.7535
XLP,33:41.9,52.4152
XLF,31:36.6,95.9355
XLK,33:06.5,121.3992
XLV,35:15.7,196.3363
XLRE,30:41.6,91.5608
XLC,31:47.8,62.6829
XLRE,35:49.3,101.6158
XLRE,2/12/2026 9:30,94.3113
XLP,30:36.4,69.936
XLE,34:07.4,211.5428
XLU,34:47.3,100.7018
XLY,33:13.9,152.4623
XLV,32:03.5,105.5341
XLRE,30:32.2,89.5156
XLF,30:51.1,93.4064
XLC,32:45.5,70.3673
XLF,32:15.1,91.0099
XLU,31:46.4,115.1806
XLK,34:17.6,132.9786
XLU,33:04.8,90.9426
XLF,32:46.6,117.5817
XLY,33:11.5,160.3684
XLB,32:04.2,151.6917
XLV,32:56.4,137.2129
XLU,32:35.0,91.8648
XLY,34:26.7,134.9858
XLC,30:12.6,88.1833
XLY,2/12/2026 9:30,104.0072
XLC,31:14.2,78.9788
XLB,31:55.8,149.2617
XLC,31:26.8,69.8052
XLB,2/12/2026 9:33,152.8703
XLRE,35:24.8,95.93
XLP,31:34.8,44.0077
XLRE,2/12/2026 9:33,102.8497
XLY,33:41.2,140.1986
XLF,33:06.5,130.1976
XLP,33:31.4,46.045
XLF,32:34.3,111.9997
XLV,33:26.1,157.8024
XLB,34:28.4,167.7908
XLI,34:34.7,185.3612
XLI,33:08.3,99.1542
XLV,33:32.4,152.349
XLC,33:36.3,72.197
XLB,32:32.6,151.7217
XLP,34:20.7,55.3851
XLK,34:23.2,134.2835
XLU,34:35.1,99.3791
XLU,34:50.8,94.5256
XLB,33:33.1,152.2041
XLRE,33:23.7,110.0631
XLU,32:41.7,87.0928
XLU,30:15.1,107.4562
XLRE,31:30.3,79.8664
XLE,34:57.5,223.9891
XLV,31:25.8,79.1559
XLK,32:58.1,126.7184
XLF,33:35.9,152.6701
XLK,34:22.5,132.2533
XLC,35:09.7,67.7875
XLE,31:21.5,116.3098
XLB,34:30.2,171.4563
XLV,2/12/2026 9:33,131.0636
XLF,31:46.4,104.5025
XLU,33:28.2,77.5317
XLRE,32:10.5,78.27
XLF,34:37.9,145.8201
XLV,31:52.7,90.0096
XLF,33:00.9,118.7304
XLP,33:13.9,42.7419
XLY,34:37.2,151.8482
XLF,33:20.2,129.9609
XLK,33:53.4,117.7283
XLP,35:19.2,65.8265
XLC,32:38.9,78.9694
XLB,31:46.7,144.2088
XLV,32:38.5,126.6322
XLY,30:21.3,82.9018
XLY,32:21.7,137.9385
XLK,2/12/2026 9:34,132.9507
XLP,35:10.1,68.3468
XLRE,33:15.6,102.7023
XLI,35:32.9,213.9032
XLI,34:20.0,186.5166
XLI,31:59.7,79.9907
XLF,31:55.1,98.6943
XLY,33:20.9,141.9902
XLRE,31:04.0,88.8969
XLU,31:58.3,103.647
XLRE,33:03.4,90.814
XLU,2/12/2026 9:31,108.4481
XLE,32:36.1,190.241
XLRE,35:38.1,96.6928
XLF,32:18.6,97.0079
XLK,34:53.6,131.9179
XLI,33:47.2,137.0413
XLB,34:20.0,155.7607
XLRE,34:50.1,99.3957
XLRE,35:32.9,103.8617
XLK,2/12/2026 9:34,151.5543
XLF,32:29.4,109.9761
XLI,35:03.1,173.9455
XLF,31:35.9,95.0257
XLP,31:30.6,44.3999
XLE,35:30.0,290.3024
XLF,31:38.3,96.4613
XLE,2/12/2026 9:30,105.068
XLY,32:14.4,125.3774
XLF,35:10.8,206.8413
XLC,34:21.4,70.9228
XLU,32:21.0,93.6196
XLRE,30:01.4,93.714
XLP,35:20.2,63.8119
XLC,31:10.3,84.7017
XLV,35:41.9,206.7437
XLE,30:13.3,104.167
XLY,34:37.5,149.2504
XLU,31:26.4,121.1412
XLI,33:13.5,92.1164
XLC,2/12/2026 9:34,54.5403
XLC,32:11.6,69.8788
XLK,34:17.9,129.5894
XLB,35:03.8,146.302
XLY,32:58.1,162.685
XLE,32:52.5,180.4512
XLV,32:59.9,128.2672
XLK,35:40.5,130.7589
XLE,2/12/2026 9:31,117.7006
XLB,35:19.9,159.7489
XLC,31:19.4,66.371
XLI,31:09.3,85.0493
XLI,31:09.6,86.3176
XLV,2/12/2026 9:33,144.938
XLU,33:08.6,94.0494
XLF,35:36.7,167.2017
XLE,31:40.1,138.6256
XLP,35:31.8,68.8931
XLI,30:40.9,98.2904
XLB,34:34.0,158.5296
XLRE,31:47.8,78.2187
XLRE,32:24.2,80.6037
XLV,31:12.1,76.3252
XLF,35:12.5,201.1999
XLB,31:55.5,151.1558
XLE,35:16.7,254.0902
XLE,32:01.5,162.4263
XLRE,30:55.3,80.4621
XLU,30:10.5,109.3697
XLK,33:14.6,106.6452
XLU,33:03.0,98.5315
XLE,32:44.5,186.6037
XLE,32:34.3,200.9813
XLB,35:45.8,132.6592
XLU,2/12/2026 9:33,78.6162
XLV,33:38.7,140.8884
XLRE,35:39.1,101.8072
XLV,31:37.6,87.183
XLB,31:56.9,155.1216
XLB,32:58.8,178.1752
XLU,35:04.1,82.2077
XLF,34:02.5,160.1912
XLC,32:26.3,78.6485
XLP,33:26.8,41.672
XLC,2/12/2026 9:31,69.6569
XLK,30:04.5,101.882
XLK,35:23.7,119.9842
XLRE,31:29.9,80.5316
XLI,35:46.8,221.9274
XLV,32:59.5,126.2831
XLF,35:02.7,202.5905
XLF,30:52.1,90.2908
XLV,30:30.4,88.4403
XLB,31:38.3,142.4956
XLE,32:50.4,187.1982
XLY,35:05.9,154.5626
XLY,35:19.2,179.8304
XLU,33:44.3,75.7291
XLC,35:17.1,55.1713
XLP,32:17.5,42.838
XLF,35:33.9,175.0867
XLI,31:47.1,82.344
XLP,34:29.5,59.6105
XLRE,34:56.1,113.8391
XLY,33:30.3,149.3866
XLRE,32:37.5,92.9514
XLB,35:44.4,138.7141
XLU,30:09.8,111.7667
XLI,30:56.3,100.8169
XLC,33:21.2,76.7719
XLB,31:40.1,130.603
XLF,32:06.3,97.9756
XLU,33:23.7,82.2452
XLY,32:01.8,114.8079
XLK,31:29.6,114.8542
XLV,31:39.7,84.5379
XLI,33:55.9,150.4196
XLK,33:03.7,117.0083
XLU,34:22.8,101.9326
XLF,33:48.5,139.1311
XLE,35:06.9,236.3427
XLP,32:54.3,52.2306
XLU,35:27.2,81.5772
XLC,34:22.2,73.7147
XLE,34:07.8,212.8279
XLV,30:08.7,96.0438
XLU,33:10.4,91.4511
XLP,30:14.3,80.9959
XLP,33:58.3,62.9286
XLV,35:03.4,207.3053
XLRE,30:22.7,87.7683
XLP,32:19.3,42.0484
XLU,32:36.8,88.8465
XLI,33:48.2,135.5926
XLE,33:29.3,203.7555
XLRE,34:58.9,118.861
XLC,30:15.8,83.6394
XLRE,2/12/2026 9:33,89.8894
XLP,30:22.4,83.2584
XLC,35:30.0,60.4546
XLP,31:20.1,50.8817
XLV,35:38.1,200.0916
XLV,35:48.9,207.7619
XLRE,33:40.1,122.3469
XLF,32:25.9,105.5541
XLV,35:28.3,187.9583
XLU,35:47.5,79.2605
XLI,34:38.2,169.9641
XLRE,32:35.0,90.4594
XLC,35:32.5,59.0383
XLB,31:06.1,138.6696
XLRE,30:36.7,99.341
XLE,30:44.4,112.42
XLC,34:34.4,85.8147
XLV,30:14.3,101.424
XLI,30:23.8,104.8194
XLV,33:51.7,140.9239
XLRE,30:53.5,75.6773
XLE,31:56.9,152.5287
XLK,31:40.8,116.3032
XLI,31:28.9,89.4462
XLE,31:12.8,111.5304
XLRE,32:30.8,90.8835
XLY,30:50.4,105.9827
XLP,30:57.7,64.2643
XLY,33:00.9,174.1455
XLRE,35:35.6,99.3965
XLU,34:49.4,99.4184
XLB,33:41.5,142.402
XLE,2/12/2026 9:35,229.9067
XLV,30:12.9,97.6498
XLU,34:16.5,95.1536
XLI,2/12/2026 9:30,109.1601
XLP,35:06.9,67.5808
XLY,34:50.8,143.3153
